State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Grade,tempmax,tempmin,humidity,precip,uvindex
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,117.5,1000,2000,1500,2025-03-12,FAQ,90.8,64.4,63.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,117.8,2000,4500,3250,2023-08-24,FAQ,89.8,78.8,75.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,118.2,3000,7000,5000,2023-08-10,FAQ,93.8,82.4,71.0,0.007,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,118.6,2000,6000,4650,2024-08-31,FAQ,95.0,80.6,80.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,118.8,4000,6000,5300,2024-09-09,FAQ,92.8,78.8,89.8,0.081,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,118.9,2000,5000,3750,2024-03-18,FAQ,85.3,57.2,50.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,119.2,2000,6000,4200,2024-09-30,FAQ,92.7,77.0,77.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,119.4,2000,6000,4400,2024-08-28,FAQ,91.8,77.0,88.5,0.491,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,119.6,1500,3000,2050,2025-03-03,FAQ,84.2,52.8,50.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,120.4,2000,6000,5050,2024-09-02,FAQ,90.0,80.6,86.5,0.787,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,120.7,1500,3000,2000,2025-02-24,FAQ,78.8,53.6,68.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,121.2,800,2500,1850,2023-01-31,FAQ,66.9,53.6,92.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,121.2,1500,2500,2000,2023-12-29,FAQ,65.4,53.6,93.9,0.0,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,121.8,2000,4500,3250,2023-08-23,FAQ,84.0,80.6,92.4,0.234,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.2,2000,5000,3050,2024-03-01,FAQ,84.2,56.8,56.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.4,2500,8000,6000,2024-10-18,FAQ,95.4,70.0,54.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.6,2000,5000,3100,2024-02-27,FAQ,75.2,57.5,51.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.7,2000,5000,3500,2024-03-16,FAQ,84.2,58.1,46.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.8,1000,3500,2400,2023-09-11,FAQ,89.6,77.0,85.8,0.005,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.8,2000,5000,3850,2024-08-07,FAQ,87.6,80.5,92.6,0.755,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,122.8,2000,6000,4200,2024-10-01,FAQ,93.8,77.0,77.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.1,1500,3500,2400,2025-01-30,FAQ,78.1,51.8,76.6,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.3,1000,2500,1850,2023-12-16,FAQ,74.4,46.0,68.0,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.4,800,2500,1850,2023-02-08,FAQ,75.2,51.8,60.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.6,2000,6000,4650,2024-08-30,FAQ,93.2,78.5,82.8,0.011,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.7,2000,3200,2600,2025-01-20,FAQ,74.6,51.8,78.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,123.8,800,2800,2000,2023-02-21,FAQ,87.0,62.6,67.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,124.1,800,2500,1850,2023-01-27,FAQ,67.7,44.6,65.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,124.5,2500,8000,6200,2024-10-19,FAQ,96.4,70.4,54.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,125.0,1500,3000,2550,2025-01-03,FAQ,66.8,46.4,91.2,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,125.1,2000,5000,3500,2024-03-02,FAQ,75.9,64.4,70.5,0.289,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,125.4,2000,5500,4300,2024-03-19,FAQ,86.4,58.1,49.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,126.2,400,1000,750,2023-05-20,FAQ,104.0,77.1,33.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,126.5,200,800,500,2023-05-15,FAQ,105.8,80.6,27.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,127.4,2000,6000,4250,2023-03-13,FAQ,91.4,65.9,50.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,127.9,1000,2000,1600,2023-12-14,FAQ,73.4,47.2,65.5,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,127.9,2000,4500,3500,2023-03-30,FAQ,89.4,64.4,63.7,0.608,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,128.0,2000,5000,3500,2024-04-08,FAQ,97.0,67.7,29.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,128.5,2000,3500,2850,2023-09-02,FAQ,96.9,81.9,59.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,129.3,2000,6000,4150,2023-10-12,FAQ,92.8,67.7,53.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,129.3,4000,6000,5200,2024-09-20,FAQ,93.9,78.0,76.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,130.3,1500,3200,2650,2024-12-13,FAQ,71.6,44.6,54.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,130.9,2500,5000,4000,2023-09-21,FAQ,97.3,82.4,71.0,0.034,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.2,2000,3200,2600,2025-01-18,FAQ,66.7,50.0,84.9,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.5,800,2500,1850,2023-02-09,FAQ,82.8,51.8,60.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.6,2000,6000,4300,2024-04-26,FAQ,104.0,73.9,34.0,0.118,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.8,2300,6000,4250,2024-11-18,FAQ,73.3,60.7,85.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.9,1500,3000,2100,2024-02-01,FAQ,64.5,55.7,94.1,0.68,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,131.9,2000,5000,3700,2024-03-13,FAQ,86.4,59.1,54.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,132.1,1500,3000,2300,2023-03-04,FAQ,78.8,65.4,57.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,132.1,1500,4000,2700,2024-02-02,FAQ,62.6,49.1,94.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,132.4,2000,5000,3750,2023-03-24,FAQ,82.4,66.2,71.5,0.416,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,133.2,1500,3000,2350,2025-02-13,FAQ,74.8,51.8,52.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,133.2,2000,5000,3450,2024-03-08,FAQ,80.3,54.5,50.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,134.4,1500,3500,2550,2024-11-23,FAQ,82.4,54.9,64.4,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,134.8,2000,5000,3500,2024-04-05,FAQ,96.8,72.4,30.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,135.2,800,2800,2000,2023-02-17,FAQ,83.0,59.6,72.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,135.9,600,2000,1400,2023-01-11,FAQ,66.2,44.0,87.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,136.4,1000,4000,2750,2023-09-16,FAQ,91.8,77.0,91.0,0.399,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,136.6,1500,3500,2400,2025-02-06,FAQ,72.8,50.0,59.0,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,137.5,800,2800,2000,2023-02-20,FAQ,89.6,60.2,63.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,137.6,2500,5000,4400,2023-09-22,FAQ,95.7,80.6,71.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,138.8,2000,5000,3600,2024-03-14,FAQ,84.7,61.0,53.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,139.1,1200,7000,5000,2024-10-12,FAQ,92.3,69.6,59.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,140.9,800,2500,1850,2023-01-28,FAQ,72.7,41.0,68.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,140.9,1500,3000,2100,2024-01-06,FAQ,59.0,47.8,84.9,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,141.4,1200,5000,3450,2024-10-11,FAQ,90.3,69.8,61.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,141.5,1000,3000,2100,2023-11-29,FAQ,76.5,57.3,81.0,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,141.7,800,2500,1850,2023-02-14,FAQ,77.4,50.9,43.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,141.7,2000,4500,3250,2023-08-25,FAQ,93.9,80.1,68.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,143.1,1500,4000,2750,2023-04-03,FAQ,87.9,65.8,59.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,143.3,1500,3000,2300,2024-11-28,FAQ,78.5,52.7,63.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,143.6,2000,5000,3750,2023-03-25,FAQ,83.7,62.6,70.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,144.0,800,2800,2000,2023-02-23,FAQ,83.3,59.0,60.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,144.2,1500,3000,2250,2024-01-11,FAQ,62.1,44.6,83.4,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,144.7,1500,4000,2400,2024-02-08,FAQ,69.8,46.4,66.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,145.3,1000,2000,1300,2023-11-17,FAQ,81.4,57.2,73.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,146.5,800,2500,1850,2023-01-18,FAQ,65.1,42.1,60.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,146.5,1500,3000,2450,2024-01-05,FAQ,57.2,50.0,92.9,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,146.7,4000,6000,5000,2024-09-18,FAQ,84.2,73.4,90.1,0.297,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,147.5,2400,7500,5500,2024-10-28,FAQ,92.0,70.9,65.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,149.4,2000,4500,3200,2024-03-06,FAQ,72.1,50.0,51.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,150.0,800,2500,1850,2023-01-30,FAQ,65.5,53.6,93.5,0.561,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,150.2,1500,4000,2900,2024-12-26,FAQ,73.4,48.2,76.8,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,150.3,200,1000,500,2023-12-07,FAQ,74.7,52.8,75.5,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,150.4,2000,4000,3000,2023-09-05,FAQ,98.5,80.6,61.8,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,150.7,400,1000,750,2023-05-19,FAQ,100.4,77.1,40.6,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,151.7,2500,5000,4150,2023-09-26,FAQ,94.4,78.8,68.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,152.1,1000,3000,2300,2023-09-15,FAQ,90.7,76.5,82.1,0.175,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,152.3,3500,6500,5000,2023-08-19,FAQ,93.2,77.0,84.0,0.692,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,152.6,1000,2500,1700,2023-01-13,FAQ,69.8,53.6,90.5,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,152.9,1500,4000,2550,2024-02-14,FAQ,73.6,51.8,76.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,154.4,2000,5000,3750,2023-08-28,FAQ,94.9,80.6,62.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,154.9,1000,3000,2100,2023-12-01,FAQ,76.2,58.5,82.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,155.1,2500,5000,3750,2023-09-19,FAQ,94.5,80.6,71.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,155.5,800,2500,1850,2023-02-02,FAQ,74.5,48.2,68.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,155.9,3000,8000,6000,2023-08-08,FAQ,91.8,80.6,72.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,156.7,800,2800,2000,2023-02-25,FAQ,85.6,57.7,61.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,156.7,2000,6000,4500,2023-10-13,FAQ,95.4,71.6,55.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,156.8,800,2500,1850,2023-02-10,FAQ,84.0,57.2,61.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,158.5,2000,6000,4500,2023-10-14,FAQ,96.4,72.9,55.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,163.6,2000,3500,2850,2023-11-03,FAQ,84.5,65.5,72.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,166.9,1000,3000,2050,2023-11-27,FAQ,73.9,59.8,75.1,0.249,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,167.4,1500,3500,2500,2024-11-21,FAQ,78.7,53.5,59.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,167.5,2000,4000,3000,2023-08-31,FAQ,96.2,81.3,61.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,167.7,800,2800,2000,2023-03-02,FAQ,86.9,62.0,56.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,168.5,2000,4500,3500,2023-03-07,FAQ,86.8,63.2,50.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,168.5,2500,5000,4000,2023-09-20,FAQ,96.1,80.5,68.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,169.2,2000,5000,3900,2023-09-28,FAQ,93.2,74.5,63.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,169.3,800,2800,2000,2023-03-01,FAQ,84.2,66.2,48.8,0.002,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,169.6,2000,5000,3250,2024-02-26,FAQ,76.4,54.6,42.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,169.7,800,2800,2000,2023-02-18,FAQ,83.9,57.7,70.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,170.0,1200,5000,3450,2024-10-10,FAQ,92.7,71.6,60.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,170.8,1000,3000,2150,2024-12-05,FAQ,75.7,49.5,51.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,173.9,1500,4000,2600,2024-02-07,FAQ,68.3,49.1,67.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,176.6,3000,7000,5000,2023-08-11,FAQ,94.6,82.4,66.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,176.9,800,2500,1850,2023-02-11,FAQ,80.2,60.0,74.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,180.1,800,2800,2000,2023-02-15,FAQ,80.6,51.8,52.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,180.5,2500,5000,4400,2023-09-23,FAQ,91.4,76.3,84.4,0.585,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,181.0,2000,3500,2850,2023-09-01,FAQ,97.1,82.4,60.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,182.6,800,2800,2000,2023-02-24,FAQ,84.7,55.9,58.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,187.7,1500,3000,2350,2025-02-12,FAQ,77.8,55.4,60.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,187.9,800,2500,1850,2023-01-21,FAQ,72.3,48.7,80.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,188.5,1000,3500,2400,2023-09-14,FAQ,97.5,82.4,73.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,197.3,800,2500,1850,2023-01-19,FAQ,70.1,44.8,54.4,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,197.4,1000,3000,2000,2023-09-09,FAQ,87.8,77.0,87.2,1.014,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,198.0,3000,6000,4600,2023-10-21,FAQ,87.0,63.9,59.8,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,199.1,800,2500,1850,2023-01-25,FAQ,65.4,54.3,91.8,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,203.1,2000,6000,4250,2023-03-15,FAQ,92.4,67.2,50.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,203.3,3000,6000,4700,2023-10-20,FAQ,86.3,65.0,60.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,203.5,2000,4000,3000,2023-09-06,FAQ,97.2,80.6,59.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,203.8,2000,4000,3000,2023-09-07,FAQ,98.5,82.4,65.3,0.005,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,207.8,800,2800,2000,2023-02-22,FAQ,81.0,60.8,77.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,207.8,2000,4000,3000,2023-08-30,FAQ,96.1,82.4,62.8,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,209.5,3000,5000,4000,2023-10-07,FAQ,94.6,73.2,58.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,211.2,800,2500,1850,2023-02-03,FAQ,74.0,48.2,68.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,212.5,500,1800,1150,2023-01-05,FAQ,58.2,42.2,91.0,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,212.5,2000,5000,3750,2023-10-06,FAQ,95.0,69.6,52.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,214.6,2000,4500,3500,2023-03-06,FAQ,85.3,62.6,57.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,217.4,1000,4000,2750,2023-09-18,FAQ,91.0,77.0,77.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,220.8,800,2500,1850,2023-02-04,FAQ,76.5,52.6,65.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,244.6,2000,5000,3750,2023-08-29,FAQ,95.0,80.6,61.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,245.9,1000,3000,2000,2023-09-08,FAQ,96.2,78.8,66.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,246.2,800,2800,2000,2023-03-03,FAQ,87.8,62.5,59.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,256.2,2000,5000,3900,2023-09-27,FAQ,92.9,78.8,65.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,694.0,2000,4000,3350,2023-10-30,FAQ,90.2,65.6,58.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,777.7,3000,8000,6000,2023-08-02,FAQ,94.9,82.4,78.9,0.17,8
