State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Grade,tempmax,tempmin,humidity,precip,uvindex
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.2,1000,2500,2000,2025-04-07,FAQ,102.3,71.6,33.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.4,200,800,500,2023-04-19,FAQ,99.1,77.0,35.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.5,800,2500,1850,2023-01-24,FAQ,69.2,56.8,81.5,0.0,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.5,1000,2000,1350,2025-05-12,FAQ,100.4,78.8,38.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.9,700,1500,1000,2024-05-30,FAQ,114.8,89.6,23.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.9,1200,7000,5350,2024-10-15,FAQ,91.5,67.6,53.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.9,3000,8000,6000,2023-08-07,FAQ,91.7,82.4,70.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.1,700,1500,1000,2024-05-28,FAQ,114.8,83.8,23.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.1,1000,2000,1450,2025-05-17,FAQ,105.8,82.7,37.6,0.008,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.2,500,2500,1400,2023-04-11,FAQ,97.2,66.5,31.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.2,1000,3000,2150,2024-12-07,FAQ,74.1,48.1,54.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.4,200,1000,500,2023-12-08,FAQ,77.0,53.1,69.8,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.4,1000,2000,1500,2025-03-27,FAQ,96.5,70.1,36.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.4,1000,2500,1700,2025-03-10,FAQ,88.8,63.1,50.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.4,2000,5000,3150,2024-02-23,FAQ,74.3,50.0,51.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.7,1000,1500,1250,2024-05-07,FAQ,106.6,78.0,33.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.8,1000,2000,1450,2025-05-15,FAQ,105.8,80.2,31.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,66.9,1000,2500,1800,2025-05-29,FAQ,100.6,85.1,57.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.0,2400,7500,5500,2024-10-30,FAQ,95.0,71.6,61.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.2,700,1500,1000,2024-05-13,FAQ,104.0,82.3,34.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.2,2000,3000,2500,2025-01-11,FAQ,61.2,47.4,93.3,0.026,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.5,1000,2000,1500,2025-05-21,FAQ,104.0,74.1,56.6,0.054,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.6,540,1500,950,2023-05-26,FAQ,91.9,73.0,52.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.6,1000,3000,2100,2023-11-30,FAQ,75.7,58.9,82.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,67.6,2000,5000,3750,2024-03-23,FAQ,91.4,65.9,51.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.0,1000,2500,1750,2023-06-10,FAQ,105.8,83.0,39.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.1,1000,3000,2000,2023-06-13,FAQ,106.2,88.0,39.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.1,2000,3000,2550,2025-01-07,FAQ,59.0,49.0,92.9,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.4,4000,7000,5750,2024-09-27,FAQ,91.6,78.8,75.6,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.5,700,1500,1000,2024-05-14,FAQ,104.3,77.3,30.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.6,200,800,500,2023-05-18,FAQ,96.8,75.2,51.0,0.341,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.7,1000,2500,2000,2025-04-05,FAQ,95.0,68.0,32.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,68.9,700,1500,1050,2024-06-01,FAQ,110.6,89.0,27.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.0,300,1500,850,2023-04-22,FAQ,95.9,72.8,29.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.1,2000,5000,3350,2024-03-04,FAQ,74.8,53.2,46.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.1,2000,6000,4350,2024-08-23,FAQ,87.8,80.6,87.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.3,100,600,350,2023-05-12,FAQ,105.8,73.1,28.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.4,2000,6000,4250,2023-03-11,FAQ,88.8,64.4,53.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.5,500,2500,1500,2023-06-27,FAQ,92.0,78.8,86.9,0.173,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.5,2000,4000,3000,2023-10-24,FAQ,87.0,65.4,56.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.7,1000,2000,1350,2025-05-02,FAQ,87.8,67.0,70.6,0.276,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,69.7,1000,3000,2000,2023-06-12,FAQ,104.0,84.2,45.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.0,1500,2500,2100,2025-01-25,FAQ,72.8,48.2,60.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.0,2000,4000,3000,2023-10-25,FAQ,86.0,64.2,57.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.1,400,1000,750,2023-05-24,FAQ,91.4,78.8,46.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.1,2000,3000,2500,2025-01-14,FAQ,67.0,49.8,87.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.2,700,1500,1000,2024-06-04,FAQ,111.2,87.8,32.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,70.2,1000,1800,1300,2025-03-22,FAQ,87.8,64.4,49.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.0,1500,4000,3050,2024-12-18,FAQ,68.0,46.4,78.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.2,2400,7000,5500,2024-11-05,FAQ,88.4,65.1,64.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.4,2000,5000,3500,2025-06-27,FAQ,100.0,86.0,63.2,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.7,1500,3000,2200,2024-01-09,FAQ,55.4,49.2,90.8,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.9,2000,6000,4200,2024-10-04,FAQ,95.4,78.6,66.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,71.9,2400,7500,5500,2024-10-29,FAQ,94.3,71.1,67.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.0,1500,3500,2400,2025-01-31,FAQ,77.7,52.7,81.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.1,1000,2000,1500,2025-05-28,FAQ,100.4,84.1,61.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.1,1000,3000,2050,2023-12-21,FAQ,71.6,46.4,75.2,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.1,1000,3000,2250,2024-12-03,FAQ,80.6,53.2,66.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.1,2000,5000,3650,2024-08-09,FAQ,93.1,80.6,89.1,0.74,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.1,3000,7000,4900,2023-10-04,FAQ,93.2,69.6,54.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.5,1500,3000,2250,2024-01-30,FAQ,67.1,50.0,92.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.5,2000,5000,3750,2023-03-28,FAQ,86.2,63.6,52.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.6,2000,5000,3850,2024-08-17,FAQ,93.2,82.4,83.8,0.06,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.7,4000,12000,8000,2023-07-26,FAQ,86.7,77.0,92.1,1.263,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.8,2400,6500,4950,2024-11-07,FAQ,87.7,67.0,68.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.9,700,1500,1000,2024-05-31,FAQ,114.8,85.7,24.9,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.9,1000,1500,1250,2024-05-06,FAQ,104.2,78.7,27.9,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.9,1500,4000,3000,2024-12-23,FAQ,64.5,50.3,78.4,0.011,4
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,72.9,2500,8000,6200,2024-10-21,FAQ,92.4,71.1,69.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.1,1000,1800,1400,2025-03-24,FAQ,94.7,62.5,43.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.2,700,1500,1000,2024-05-27,FAQ,113.0,86.5,25.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.2,1000,2500,1700,2025-03-07,FAQ,83.3,53.2,50.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.6,2000,5000,3250,2025-07-01,FAQ,93.1,78.7,79.4,0.082,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.9,1500,3000,2250,2025-06-17,FAQ,95.0,77.0,81.1,1.173,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.9,1500,3500,2400,2025-02-01,FAQ,75.6,51.8,86.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.9,2000,3000,2550,2023-11-02,FAQ,85.3,65.3,71.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,73.9,4000,6000,5050,2024-09-17,FAQ,92.7,78.8,78.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.0,1000,2500,1750,2023-06-08,FAQ,102.2,78.7,35.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.2,1000,2000,1500,2025-03-28,FAQ,88.8,67.9,33.9,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.2,2000,5000,3750,2024-04-15,FAQ,93.2,73.5,53.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.3,200,800,450,2023-04-25,FAQ,93.2,71.1,36.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.5,1000,2000,1500,2025-04-12,FAQ,92.8,68.0,52.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.5,3000,7000,5000,2023-08-09,FAQ,92.2,82.5,69.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.6,2000,3000,2500,2025-01-15,FAQ,62.6,45.4,93.2,0.003,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.7,1000,1800,1350,2024-05-04,FAQ,104.0,76.5,24.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.7,1500,2500,2000,2024-01-01,FAQ,61.0,50.5,81.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,74.8,2000,3200,2600,2025-01-17,FAQ,61.9,49.7,90.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,75.3,1000,2000,1700,2023-12-15,FAQ,75.0,46.1,66.2,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,75.3,2000,4500,3200,2024-03-05,FAQ,72.7,51.8,49.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,75.3,3500,7000,5000,2023-08-17,FAQ,96.6,84.2,63.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,75.5,200,800,500,2023-04-18,FAQ,102.2,76.0,31.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,75.5,2000,5000,3750,2023-03-27,FAQ,82.3,64.4,58.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.0,4000,6000,5150,2024-09-07,FAQ,91.3,78.8,88.7,0.091,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.1,1500,3000,2250,2024-01-25,FAQ,65.2,44.6,87.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.3,1000,2000,1300,2023-11-16,FAQ,79.5,56.6,76.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.3,2000,3200,2600,2025-01-23,FAQ,74.7,53.6,71.2,0.017,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.5,1000,2500,1750,2023-06-06,FAQ,100.4,75.2,48.2,0.014,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.5,2000,4000,3000,2024-08-01,FAQ,90.6,77.0,85.7,0.502,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.6,1000,2000,1600,2023-11-11,FAQ,77.9,60.2,76.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.6,2000,5000,3200,2024-02-29,FAQ,78.8,53.6,59.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.7,700,1500,1000,2024-05-10,FAQ,100.6,82.4,49.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.7,4000,6000,5250,2024-09-14,FAQ,88.1,73.0,88.6,1.782,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.9,1500,2500,2000,2025-06-13,FAQ,103.9,90.3,54.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,76.9,2000,5000,3650,2024-04-03,FAQ,96.8,66.8,34.3,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,77.0,700,1500,1000,2024-05-22,FAQ,107.1,88.2,44.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,77.5,1500,4500,2800,2024-02-19,FAQ,81.3,60.2,56.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,77.6,2000,5000,4200,2024-04-30,FAQ,96.8,73.4,30.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,77.7,3000,8000,6000,2023-08-01,FAQ,95.7,82.4,74.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.0,2000,5000,3750,2024-03-26,FAQ,93.2,66.2,50.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.0,2000,6000,4900,2024-09-03,FAQ,95.3,82.4,79.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.3,700,1500,1050,2024-06-12,FAQ,111.4,86.6,24.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.4,2000,6000,4250,2023-07-07,FAQ,91.9,80.6,84.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.4,3000,6000,4600,2023-10-17,FAQ,77.7,66.1,77.2,0.152,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.5,100,600,350,2023-05-01,FAQ,76.9,68.0,89.7,0.477,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.5,2500,7000,5250,2024-10-17,FAQ,95.0,71.0,55.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.5,2500,8000,6200,2024-10-23,FAQ,90.3,70.8,67.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.6,700,1500,1150,2024-06-08,FAQ,105.8,86.8,29.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.7,200,800,500,2023-05-03,FAQ,85.6,67.4,85.5,1.084,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.7,200,1000,550,2023-04-24,FAQ,91.9,71.6,35.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.8,1500,2500,2000,2025-06-12,FAQ,109.4,87.7,49.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.9,100,600,350,2023-05-09,FAQ,98.6,72.4,36.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.9,2000,3000,2500,2025-01-10,FAQ,62.6,48.2,90.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,78.9,3000,10000,7000,2023-08-03,FAQ,95.0,80.9,81.3,0.297,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.0,700,1500,950,2024-06-06,FAQ,105.3,80.0,39.5,0.034,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.1,400,1000,750,2023-05-22,FAQ,111.2,83.0,26.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.1,3000,5000,4250,2023-10-10,FAQ,95.0,76.6,52.8,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.2,1500,4000,2700,2024-02-03,FAQ,71.2,44.6,74.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.5,4000,6000,5250,2024-09-13,FAQ,80.6,73.3,98.2,1.5,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.8,1200,7000,5000,2024-10-14,FAQ,92.3,69.6,52.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,79.9,2000,5000,4200,2024-04-29,FAQ,100.2,75.4,36.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.2,100,600,350,2023-05-13,FAQ,104.2,77.0,31.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.2,2000,3200,2600,2025-01-24,FAQ,72.9,50.0,67.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.4,1000,3000,2250,2024-12-02,FAQ,78.8,53.7,67.9,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.4,1500,2500,2000,2025-06-16,FAQ,92.5,86.0,65.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.7,2400,6500,5000,2024-11-09,FAQ,88.5,67.4,70.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.8,1500,3500,2400,2025-02-07,FAQ,72.8,46.4,54.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,80.9,1500,4000,2300,2024-02-13,FAQ,71.6,50.8,80.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,81.0,800,2500,1850,2023-02-07,FAQ,76.7,55.4,70.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,81.2,4000,10000,7500,2023-07-31,FAQ,93.8,82.4,78.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,81.4,700,1500,1000,2024-05-16,FAQ,107.6,80.5,29.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,81.6,1500,3000,2250,2025-06-20,FAQ,93.1,82.0,75.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,81.9,700,1500,1000,2024-05-24,FAQ,105.2,87.8,43.8,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.2,2000,3000,2550,2025-01-06,FAQ,60.4,50.6,90.6,0.005,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.2,4000,7000,6000,2024-09-28,FAQ,90.8,75.2,77.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.2,4000,8000,6500,2024-09-25,FAQ,97.6,82.4,77.6,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.3,2000,5000,4150,2024-04-18,FAQ,100.4,73.4,26.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.4,4000,6000,4850,2024-09-19,FAQ,87.5,73.4,88.8,0.104,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.5,1000,1800,1400,2025-03-25,FAQ,97.7,65.6,38.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.7,1500,4000,2900,2024-12-30,FAQ,57.1,48.2,92.9,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,82.7,2400,6500,5000,2024-11-08,FAQ,87.6,67.2,72.0,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.0,2000,5000,3750,2024-03-27,FAQ,96.8,71.5,44.3,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.1,1500,3000,2150,2025-06-24,FAQ,95.7,84.2,77.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.2,2000,3000,2500,2025-01-13,FAQ,63.3,50.0,90.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.3,1200,5000,3450,2024-10-09,FAQ,93.0,73.4,64.6,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.3,4000,6000,5300,2024-09-06,FAQ,89.6,78.4,87.4,1.256,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.4,1000,2500,1750,2023-06-09,FAQ,104.2,83.8,40.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.5,2000,5000,4000,2024-04-16,FAQ,95.0,77.0,38.9,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.6,3000,8000,6000,2023-08-04,FAQ,91.6,80.6,86.8,1.867,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.7,700,1500,1000,2024-05-18,FAQ,111.2,82.6,26.0,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.7,1500,4000,3000,2024-12-24,FAQ,68.4,51.8,80.8,0.073,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,83.8,2000,5000,3900,2023-09-30,FAQ,95.3,76.4,62.0,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,84.7,2000,6000,4200,2024-08-24,FAQ,94.3,80.5,82.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.2,1500,4000,2900,2024-12-27,FAQ,60.8,57.0,94.3,1.754,2
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.4,800,2800,2000,2023-02-16,FAQ,81.4,55.0,67.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.6,1000,2500,2050,2023-11-13,FAQ,80.2,57.7,74.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.7,2000,5000,3500,2025-06-28,FAQ,96.0,80.6,74.6,0.049,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.7,2000,5000,4150,2024-04-24,FAQ,98.6,69.0,41.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.8,1500,3000,2350,2025-02-11,FAQ,82.9,53.0,60.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.9,1000,3000,2050,2023-12-20,FAQ,69.8,47.1,68.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,85.9,2000,5000,3750,2024-03-25,FAQ,90.6,63.4,58.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,86.0,1500,3000,2250,2024-01-22,FAQ,62.6,44.6,82.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,86.4,1500,2500,2000,2023-12-28,FAQ,67.2,48.7,91.0,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,86.4,1500,3000,2550,2024-01-04,FAQ,52.8,46.4,92.7,0.0,4
